diff(10),diff(10),diff(11),diff(11),diff(12),diff(12),diff(13),diff(13),diff(14),diff(14),diff(15),diff(15),diff(16),diff(16),diff(18),diff(18),diff(19),diff(19),diff(20),diff(20),diff(21),diff(21),diff(22),diff(22),diff(23),diff(23),diff(24),diff(24),diff(25),diff(25),diff(26),diff(26),diff(27),diff(27),diff(28),diff(28),diff(29),diff(29),diff(3),diff(3),diff(30),diff(30),diff(31),diff(31),diff(32),diff(32),diff(33),diff(33),diff(34),diff(34),diff(35),diff(35),diff(36),diff(36),diff(37),diff(37),diff(38),diff(38),diff(39),diff(39),diff(4),diff(4),diff(40),diff(40),diff(41),diff(41),diff(42),diff(42),diff(43),diff(43),diff(44),diff(44),diff(45),diff(45),diff(5),diff(5),diff(6),diff(6),diff(7),diff(7),diff(8),diff(8),diff(9),diff(9)
line,curved,angle,lined,shape,quadrilateral,flatter,degree,orientation,x,line,smaller,far,pair,dot,white,end,dot,sides,sides,longest,left,side,closest,,,angles,stretched,match,shape,length,isnt,general,images,symmetry,symmetrical,versus,evenly,hole,space,symatrical,match,shape,triangle,triangle,direction,direction,point,points,shapes,uhm,arent,pointing,size,intersecting,pointing,ball,line,length,small,blob,instead,sat,lines,facing,facing,side,facing,spacing,unequal,facing,isnt,dots,dots,shape,open,shapes,two,line,circle,straight,curves,curved,curved
line,straight,dot,dot,three,quadrilateral,flatter,angle,different,one,line,line,away,dot,dot,dot,end,centered,even,triangle,line,dot,side,left,,,angles,shape,paralellogram,shape,length,rectangular,general,like,lines,different,versus,split,hole,inside,symatrical,tips,shape,facing,dot,shapes,direction,directed,points,facing,uhm,parallel,toward,large,intersecting,opposite,ball,left,length,shape,blob,inside,straight,parallel,different,opposite,side,wrong,spacing,dot,facing,facing,dots,clustered,shape,shape,shapes,different,line,line,line,line,curved,inside
line,curved,dot,orientation,sides,quadrilateral,triangle,doesnt,different,line,line,meet,away,spaced,dot,centered,dot,dot,even,different,line,orientation,side,side,,,shape,lines,paralellogram,trapezoid,length,shaped,general,others,lines,orientation,versus,horizontally,blob,space,symatrical,different,arent,pointy,dot,pointing,direction,upper,points,opposite,uhm,center,toward,difference,potentially,lines,right,line,length,top,dot,dot,straight,lines,different,facing,side,way,spacing,spacing,facing,left,dots,two,shape,closed,shapes,shapes,dot,dot,line,straight,shape,curved
curved,curved,weird,dot,instead,quadrilateral,triangle,90,different,longer,line,large,away,compared,center,white,dot,centered,even,shape,longest,dot,dot,different,,,shape,slatned,paralellogram,instead,2,2,shape,triangle,symmetry,different,ends,cant,blob,inside,symatrical,size,arent,tips,dot,direction,direction,left,points,direction,uhm,line,toward,size,potentially,parallel,right,left,different,shape,outside,dot,angle,parallel,direction,opposite,two,2,symmetric,unequal,adn,isnt,dots,close,closed,open,2,2,dot,line,straight,line,shape,inside
instead,curved,weird,orientation,four,quadrilateral,triangle,degree,orientation,one,line,line,away,dotline,center,dot,near,dot,even,others,longest,orientation,dot,dot,,,quadrilateral,lines,paralellogram,parallelogram,2,sides,shape,mirror,symmetry,orientation,ends,evenly,different,gap,symatrical,top,arent,triangle,point,direction,triangles,triangles,direction,shapes,nothing,shapes,pointing,facing,intersecting,lines,side,line,different,orientation,blob,dot,angle,lines,direction,facing,two,small,symmetric,dot,adn,facing,dots,sets,closed,shape,2,shapes,line,dot,straight,straight,shape,shape
straight,curved,angle,dot,shape,triangle,triangle,angle,orientation,line,line,right,away,pair,center,centered,near,centered,even,longer,line,marker,dot,placement,,,quadrilateral,slatned,paralellogram,top,side,2,shape,images,lines,cant,ends,split,different,middle,symatrical,biggersmaller,arent,facing,point,triangles,triangles,point,direction,opposites,nothing,arent,pointing,opposite,intersecting,parallel,side,left,length,shape,dot,dot,two,lines,ball,ball,two,lines,symmetric,spacing,adn,left,dots,two,closed,closed,shapes,2,line,line,line,straight,shape,indented
line,line,angle,orientation,shape,four,flatter,shape,orientation,longer,line,angle,dot,dot,dot,point,end,dot,even,sides,line,less,wider,different,,,rectangle,lines,paralellogram,missing,side,sides,shape,like,lines,evenly,ends,horizontally,different,shape,symatrical,bottom,orientated,pointy,point,facing,triangles,directed,direction,sides,nothing,parallel,pointing,directions,potentially,shapes,ball,circle,length,orientation,dot,outside,two,parallel,ball,left,two,pointed,spacing,spaced,right,isnt,dots,instead,shape,gap,shapes,shapes,dot,dot,line,curved,cut,shape
line,curved,dot,dot,shape,sides,flatter,thinner,different,lines,slanted,smaller,dot,away,dot,centered,end,centered,sides,shape,line,13,wider,dot,,,rectangle,slatned,paralellogram,unequal,match,2,shape,others,lines,split,wide,aesthetic,shape,gap,symatrical,shape,orientated,tips,point,side,triangles,upper,direction,get,nothing,center,toward,facing,potentially,orientation,ball,top,different,shapes,dot,shape,two,potentially,facing,ball,two,left,spacing,dot,right,facing,dots,random,shape,line,2,double,dot,line,straight,straight,cut,indented
curved,line,dot,isnt,three,triangle,triangle,shape,different,crossed,slanted,line,dot,line,center,point,dot,uncentered,sides,narrow,longest,marker,wider,placement,,,shape,rhombus,paralellogram,length,match,sides,triangles,triangle,lines,vertically,wide,point,shape,middle,symatrical,ends,orientated,triangle,point,direction,triangles,left,direction,close,nothing,line,toward,opposite,intersecting,shapes,ball,right,different,arent,outside,dot,two,intersecting,facing,left,lines,2,spacing,continuous,right,left,larger,space,closed,gap,2,single,line,dot,straight,curved,curved,shape
curved,curved,dot,inline,three,four,triangle,thinner,different,closer,slanted,meet,far,dot,center,centered,dot,dot,even,shape,longest,less,side,different,,,shape,rectangle,paralellogram,shape,length,2,triangles,mirror,symmetry,cant,middle,aesthetic,shape,shape,symatrical,opposite,orientated,facing,triangle,direction,pointing,triangles,direction,would,uhm,triangle,toward,directions,intersecting,orientation,right,circle,different,size,outside,outside,lares,lines,left,ball,lines,small,spacing,dots,facing,attached,larger,wrong,closed,line,shapes,double,line,line,straight,line,curved,indented
instead,line,dot,line,three,sides,flatter,shape,orientation,lines,slanted,large,far,away,dot,white,dot,centered,even,narrow,longest,13,side,dot,,,quadrilateral,rhombus,paralellogram,sides,length,sides,triangles,images,symmetry,evenly,middle,point,hole,gap,symatrical,facing,way,pointy,triangle,triangles,pointing,point,direction,actually,uhm,shapes,enlarged,shapes,potentially,lines,right,top,length,shapes,outside,shape,lares,parallel,left,left,lines,lines,symmetric,spaced,facing,bars,spacing,space,shape,line,shapes,single,dot,different,straight,straight,shape,shape
instead,curved,weird,dot,sides,triangle,flatter,triangle,orientation,crossed,slanted,line,far,line,dot,circle,near,uncentered,equilateral,triangle,line,dot,side,placement,,,quadrilateral,rectangle,paralellogram,trapezoid,2,different,triangles,like,symmetry,split,versus,aesthetic,hole,middle,symatrical,parts,way,tips,triangle,facing,pointing,directed,direction,fit,uhm,wider,enlarged,aligned,potentially,arent,right,right,length,arent,blob,dot,lares,potentially,ball,shape,lines,pointed,symmetric,dot,facing,facing,spacing,wrong,shape,connected,two,two,dot,dot,straight,instead,shape,indented
straight,line,weird,isnt,sides,four,flatter,tip,orientation,closer,slanted,right,away,dot,dot,center,near,dot,equilateral,pointed,line,closer,slightly,can,,,rectangle,rhombus,paralellogram,paralellogram,2,shape,triangles,others,symmetry,vertically,versus,point,hole,shape,figure,shape,way,triangle,triangle,side,pointing,upper,direction,together,nothing,triangle,symbol,shapes,potentially,parallel,side,circle,length,size,blob,outside,lares,intersecting,ball,facing,lines,left,symmetric,continuous,facing,right,dots,space,closed,line,two,shapes,dot,orientation,straight,curved,shape,concave
straight,curved,weird,inline,sides,sides,flatter,top,different,different,slanted,angle,away,away,dot,big,near,centered,equilateral,others,line,edge,slightly,not,,,rectangle,rectangle,paralellogram,sides,side,different,general,pointing,lines,jutting,ends,aesthetic,middle,gap,figure,tilted,way,facing,triangle,direction,pointing,left,points,shapes,nothing,shapes,symbol,aligned,intersecting,lines,side,top,different,second,blob,shape,parallel,lines,ball,left,different,2,symmetric,dots,adn,attached,dots,wrong,closed,connected,two,instead,line,different,line,line,shape,shape
line,curved,weird,line,instead,triangle,triangle,shape,different,angle,smaller,middle,away,line,dot,circle,end,uncentered,triangle,triangle,longest,dot,slightly,figure,,,shape,diamond,paralellogram,two,side,shape,general,left,lines,sides,ends,point,middle,middle,figure,right,shape,shapes,dot,direction,direction,orientation,points,opposites,nothing,wider,flipped,shapes,intersecting,arent,side,right,different,shape,dot,different,parallel,parallel,facing,shape,different,small,spacing,dots,adn,bars,larger,different,shape,shape,two,one,line,dot,line,straight,cut,concave
line,line,angle,dot,instead,four,triangle,triangle,orientation,different,smaller,line,dot,different,center,white,end,dot,triangle,pointed,longest,closer,slightly,one,,,shape,rectangle,paralellogram,different,match,different,shape,pointing,lines,unequal,wide,top,middle,shape,figure,angle,shape,parallel,dot,triangles,direction,wrong,points,sides,uhm,triangles,flipped,aligned,intersecting,parallel,ball,cirlce,different,smaller,dot,dot,parallel,potentially,facing,facing,different,lines,spacing,arent,adn,facing,larger,division,shape,isnt,figures,two,line,orientation,line,instead,cut,shape
line,straight,angle,isnt,instead,sides,triangle,tip,orientation,angle,smaller,slanted,dot,dot,center,circle,end,centered,triangle,others,longest,edge,larger,can,,,quadrilateral,diamond,paralellogram,lengths,match,shape,shape,left,symmetry,jutting,wide,bottom,different,hole,line,shape,arent,shapes,dot,facing,triangles,orientation,points,get,uhm,thicker,upside,shapes,potentially,lines,ball,right,length,second,dot,orientation,parallel,intersecting,facing,left,different,pointed,spacing,evenly,adn,right,larger,dots,shape,connected,figures,shapes,dot,dot,line,curved,curved,concave
curved,curved,angle,inline,four,triangle,triangle,top,angels,perpendicular,line,middle,dot,placement,center,center,dot,marker,equilateral,long,line,dot,larger,not,,,quadrilateral,rectangle,paralellogram,square,length,different,triangles,pointing,symmetry,sides,wide,tips,different,figure,line,tilted,arent,parallel,dot,side,triangles,wrong,points,close,uhm,others,upside,aligned,potentially,parallel,ball,side,length,shape,outside,different,two,lines,left,shape,different,left,spacing,spaced,right,attached,spacing,different,closed,shape,figures,instead,dot,isnt,straight,line,curved,shape
curved,line,angle,line,four,four,flatter,different,right,perpendicular,line,line,far,different,center,big,dot,less,equilateral,skinny,line,close,larger,figure,,,rectangle,diamond,paralellogram,rectangle,length,shape,triangles,left,symmetry,unequal,wide,dont,shape,hole,line,right,orientated,shapes,dot,direction,pointing,orientation,points,would,nothing,triangles,enlarged,small,intersecting,lines,ball,line,length,smaller,outside,dot,two,parallel,left,facing,side,2,symmetric,dots,right,bars,spacing,division,closed,isnt,figures,one,dot,line,straight,straight,shape,concave
curved,straight,dot,dot,four,sides,flatter,angle,angels,perpendicular,line,slanted,far,dot,center,circle,dot,50,triangle,long,line,center,larger,one,,,rectangle,rectangle,paralellogram,diagonal,quadrilateral,shape,general,mirror,lines,pointy,wide,match,shape,figure,line,angle,orientated,parallel,point,shapes,pointing,wrong,points,actually,nothing,thicker,enlarged,triangle,intersecting,parallel,right,cirlce,different,small,outside,orientation,lares,lines,left,left,side,small,symmetric,arent,right,facing,spacing,dots,closed,connected,two,two,line,dot,line,line,shape,shape
instead,curved,dot,inline,shape,isnt,triangle,different,angels,two,slanted,middle,far,placement,dot,white,near,marker,triangle,skinny,line,like,slightly,white,,,shape,doesnt,paralellogram,rectangular,quadrilateral,quadrilateral,general,images,lines,sides,middle,top,hole,hole,symmetry,shape,way,shapes,point,parallel,direction,shapes,points,fit,nothing,others,enlarged,mirror,potentially,lines,right,right,different,triangle,blob,different,lares,parallel,ball,point,side,lines,symmetric,evenly,right,right,dots,different,shape,shape,two,shapes,line,isnt,line,straight,shape,isnt
instead,line,dot,line,shape,foursided,triangle,angle,angels,lines,slanted,line,away,different,dot,dot,near,less,equilateral,equilateral,line,lines,slightly,dot,,,shape,90,paralellogram,shape,quadrilateral,shape,general,different,lines,dont,middle,bottom,hole,figure,symmetry,tilted,way,parallel,triangle,shapes,direction,mirrored,points,together,uhm,angle,enlarged,image,potentially,angle,right,side,different,lot,blob,dot,parallel,lines,ball,facing,side,pointed,symmetric,spaced,facing,one,dots,division,shape,closed,figures,two,line,line,straight,line,shape,circular
instead,straight,weird,dot,three,isnt,flatter,different,angels,intersect,slanted,slanted,away,dot,dot,centered,near,50,equilateral,triangle,longest,dot,slightly,closer,,,shape,degree,paralellogram,sides,quadrilateral,wrong,general,sized,lines,match,middle,tips,middle,hole,symmetry,right,shape,facing,triangle,parallel,triangles,shapes,direction,shapes,uhm,different,enlarged,flipped,potentially,two,right,line,different,smaller,blob,orientation,parallel,parallel,ball,right,side,left,spacing,one,facing,flipped,dots,dots,closed,shape,figures,shapes,dot,dot,straight,straight,cut,isnt
straight,curved,weird,inline,three,foursided,flatter,angle,angels,right,smaller,right,away,placement,center,white,end,marker,triangle,equilateral,longest,close,slightly,acute,,,shape,angles,paralellogram,different,quadrilateral,unequal,general,shapes,symmetry,pointy,middle,dont,middle,figure,symmetry,angle,shape,opposite,dot,shapes,triangles,mirrored,points,shapes,nothing,angle,enlarged,compared,potentially,ends,side,cirlce,different,compared,dot,dot,two,two,facing,point,two,symbol,spacing,dot,facing,correct,larger,different,closed,closed,two,two,dot,attached,line,line,cut,circular
straight,line,weird,line,sides,isnt,triangle,different,angels,angles,smaller,angle,ball,dot,center,dot,end,less,triangle,triangle,longest,center,slightly,angel,,,quadrilateral,doesnt,paralellogram,size,quadrilateral,sides,shape,mirror,symmetry,sides,middle,match,different,shape,figure,crinkles,shape,directions,dot,parallel,pointing,shapes,direction,facing,nothing,different,enlarged,big,potentially,facing,side,right,different,big,dot,outside,two,lines,facing,facing,two,faceing,spacing,separate,facing,way,larger,shape,shape,open,two,shapes,line,dot,line,straight,curved,isnt
